contig	cai
c011968	0.769273852517
c017472	0.782154928454
c011960	0.778684767273
c011962	0.74252822642
c011964	0.809946735505
c011966	0.761244233824
c012307	0.714722003012
c012303	0.774113202109
c029625	0.698381053589
c021594	0.781827139498
c021592	0.782808453674
c047101	0.687524334934
c047107	0.820282459216
c021225	0.728528638696
c021227	0.758909847136
c021220	0.816676428728
c019379	0.778669278314
c015269	0.706554287222
c041463	0.765289362213
c036382	0.768570648443
c036380	0.812806481323
c036384	0.686407356967
c021468	0.772575693303
c016357	0.747142872886
c016355	0.760078266103
c009073m	0.762509945833
c001659p	0.727718110607
c039277	0.706922391319
c039274	0.763752185794
c039272	0.704053881586
c004794m	0.872621080377
c054504	0.64451193388
c019993	0.769742729267
c019997	0.825845484732
c036566	0.649948067184
c036562	0.689636171209
c036560	0.728415052987
c026360	0.675562168469
c026365	0.847414824746
c030263	0.695877511151
c033267	0.785657930971
c008513m	0.751173742468
c040455	0.567075457819
c038050	0.736179177469
c040458	0.72376968341
c002183	0.770281656381
c002181	0.632044426787
c029595	0.660309787903
c025405p	0.574941787874
c038637	0.697665643648
c038633	0.738568475856
c024313	0.73015580068
c024311	0.691595025586
c024317	0.663466723688
c005914	0.713671451267
c005910	0.727250586877
c005912	0.727138422797
c006873	0.757202677648
c002585	0.73683012713
c002583	0.739995465387
c000088	0.743826294352
c006697	0.804649581179
c000089	0.684310252321
c025049	0.772777437342
c006691	0.792023447762
c025047	0.764467048286
c025041	0.758140906641
c025043	0.733405668924
c008017	0.731429906759
c008016	0.767075748301
c036175	0.69230631548
c048847	0.680069039462
c000339p	0.819673140012
c028341	0.782560580456
c028343	0.811571724658
c028347	0.822927937096
c034630	0.766036018618
c034636	0.652612732179
c000063	0.783615963012
c032676	0.702978957541
c032674	0.742881911313
c032672	0.743672561106
c003637	0.739200454629
c003635	0.719530710604
c003633	0.742849202841
c003631	0.767861465142
c003639	0.718469222209
c007524	0.741015354613
c007522	0.75470150367
c007520	0.752301573652
c012667	0.741593243357
c012665	0.62826432839
c012663	0.782125424623
c007528	0.771641455235
c019038	0.791096137772
c024889	0.802459387096
c024880	0.786452015626
c024884	0.826079199728
c002453	0.773621450718
c023053	0.744412066205
c014959	0.815657113415
c029037	0.723968174964
c004185	0.427365450205
c004187	0.8328134145
c004189	0.739049673582
c018717m	0.758498258899
c000100p	0.755581738688
c006527	0.80815774017
c005589	0.663734371519
c009002	0.850005913552
c005581	0.750824816011
c009006	0.79109410393
c009004	0.673587311469
c053505	0.808006353126
c053509	0.679969721852
c000856m	0.706145592841
c041319	0.693196161972
c000423p	0.775571724048
c004553p	0.74074758414
c054913	0.785742378568
c020374	0.721195931923
c020376	0.772131283711
c020372	0.644931240953
c030904	0.70339194312
c009341	0.722072988479
c047973	0.689348689627
c002346p	0.761017260533
c008637	0.728792936064
c020998	0.74930461509
c020991	0.780384463152
c020995	0.785133216201
c020997	0.791097342704
c047975	0.790317385466
c024051	0.750055493196
c024053	0.87469018157
c024059	0.743410885295
c003293p	0.827630708715
c002909p	0.701410872036
c025624	0.750774630033
c013243p	0.736396705706
c013243m	0.736396705706
c016519	0.727244833447
c016515	0.744438370057
c016517	0.773120690133
c016510	0.787044906668
c016512	0.749534895608
c031074	0.715300346392
c010913	0.751915044097
c010917	0.742616674069
c022049	0.780317958728
c022047	0.808591523234
c022041	0.740567062594
c022043	0.768390557719
c023714	0.731787456136
c023712	0.684479009688
c002387p	0.922073066314
c019244	0.720966647536
c006334p	0.75442945774
c035402	0.723434184038
c011359	0.838307053883
c030434	0.7146682987
c011350	0.780340680521
c011357	0.772688311307
c011355	0.700050628281
c010004	0.747218784588
c010006	0.750372964495
c010000	0.684214555194
c010009	0.775572722922
c045380	0.719463214619
c045384	0.68135171984
c015677	0.771638048426
c015671	0.705498461715
c015673	0.777731794604
c000200m	0.792850556358
c000451m	0.688754438483
c015989	0.782123854995
c044055	0.7195606137
c015981	0.776391404993
c015985	0.701667911291
c027565	0.7747194969
c027561	0.750456028712
c034159	0.688060387086
c036963	0.7416442556
c036961	0.808885342196
c036967	0.687521700103
c017475	0.702633386355
c003726	0.754053004748
c042652	0.825651862736
c042650	0.803159625339
c014581	0.759801091869
c039825	0.85364201767
c053661	0.719691845788
c053663	0.707798239665
c020178	0.846110073228
c020179	0.798440303687
c007652	0.723018732271
c044955	0.722395274562
c020039	0.727807772165
c008604	0.776913010855
c020033	0.742380965448
c045126	0.753667340539
c000756p	0.76864446206
c007322	0.723241265444
c007324	0.759145493975
c008514	0.715612466579
c007328	0.737609978251
c008518	0.746650480235
c001875	0.746623310365
c001871	0.80274662021
c018725	0.814651377574
c018720	0.750433403739
c007098	0.779190000426
c007097	0.756034561658
c007095	0.690224222767
c007093	0.730408990736
c045606	0.803742702276
c045609	0.772582059145
c048713	0.793567817832
c048717	0.783620875395
c003539	0.729015020616
c018493	0.72464469549
c018491	0.726322117645
c028413	0.697323822547
c018499	0.712293560102
c033872	0.757515470658
c000693p	0.788266022576
c037595	0.783135330947
c004967	0.751632959115
c004964	0.781125814436
c004962	0.69737839094
c004960	0.752924457736
c004968	0.701671621296
c041639	0.727037882697
c041635	0.697598789292
c041631	0.769165502802
c000044	0.742651932452
c015414	0.700832382407
c010547p	0.814281016499
c023108	0.80506012309
c023109	0.702649171443
c031699	0.736488295021
c051113	0.695638794445
c023105	0.765541423552
c054372	0.747821894612
c054370	0.711837214946
c035999	0.737597326456
c013795m	0.782377669184
c035449	0.6980810567
c035445	0.778204546671
c035443	0.807117759346
c015727	0.837209457514
c021598	0.775482433655
c034110	0.694251642337
c034118	0.654299622303
c029659	0.778342661199
c015583	0.719050976124
c040333	0.755424873188
c015728	0.759780900459
c027388	0.801190285479
c038009	0.679764475774
c038007	0.669577044965
c025690	0.785941937131
c004797	0.721893677845
c015035	0.725823304133
c027380	0.777506297999
c026962	0.775284893
c026960	0.816677310921
c026966	0.830005063726
c026964	0.768437525347
c033465	0.727442748149
c002424	0.731869230272
c002426	0.778078013563
c006558	0.732204228535
c006552	0.813679295285
c006555	0.755532230251
c006557	0.763046853149
c034802	0.750650122154
c036043	0.767981853019
c022609	0.752358493417
c022605	0.751590881425
c026388	0.761711884684
c026386	0.749993303122
c026382	0.753340014799
c026380	0.704217030508
c051293	0.722559378312
c029853	0.812987482242
c038539	0.747544600296
c032408	0.742337070584
c003537	0.809620827748
c015173	0.726513815752
c037014	0.679331204459
c049905	0.869858404518
c049903	0.717038253372
c049901	0.779155534378
c003943p	0.664088295423
c027765	0.749361304989
c031975	0.734178301373
c031977	0.797681215444
c021725	0.741085228625
c021727	0.747320122287
c021729	0.694111374796
c027897	0.801877666657
c038281	0.832362197131
c009212	0.729036601651
c009217	0.810084849001
c009215	0.825597933533
c021493	0.854379023639
c021491	0.698975576267
c021499	0.738840582899
c014834	0.825224380188
c014836	0.775482449086
c014830	0.767213944589
c014832	0.765399603613
c025056	0.832881073909
c014839	0.736469102713
c005048	0.724931628758
c046622	0.84537989337
c048746	0.781269576857
c000034m	0.834846004949
c042718	0.698241610296
c046852	0.76916664806
c015231	0.767698662472
c041316	0.751992036863
c019374	0.759519555541
c048103	0.782287945667
c019370	0.770515535036
c047578	0.830392835195
c047576	0.71392767699
c043448	0.775014140935
c043444	0.651720694154
c001927m	0.72153523742
c001927p	0.847157073569
c018024	0.721198574702
c043195	0.722974192651
c041468	0.714020475962
c044087	0.766751197655
c044081	0.774117628158
c046697	0.799554743162
c040843	0.783741213339
c001985p	0.801591832419
c011256	0.774274028787
c002658m	0.758943343906
c017912	0.717942194807
c011250	0.763994584605
c007992m	0.766200004255
c014012	0.747182054865
c014010	0.733551668568
c014017	0.74429144171
c010709	0.787723318062
c001370m	0.721313174555
c001370p	0.781151173473
c035208	0.764459863691
c051270	0.724394397372
c037914	0.766707291601
c037912	0.833293248573
c045064	0.726163351175
c045066	0.672874489624
c045060	0.762052361317
c001221	0.733441194666
c016350	0.755099581044
c042956	0.604649867818
c003313	0.731760224596
c042957	0.750297069723
c003318	0.750455843912
c005234p	0.757274503351
c054821	0.764095629417
c015824	0.834459197548
c015820	0.784610204363
c015822	0.798538144649
c037384	0.692828867356
c026939	0.833015801361
c012414	0.83408536822
c012416	0.727614510295
c012413	0.743565262683
c012418	0.831330296784
c037881	0.74952737408
c006799	0.797059742436
c006793	0.780265779174
c006791	0.775049311927
c006797	0.779685421135
c006795	0.667326176011
c053361	0.720700465144
c029263	0.719074599393
c029269	0.841518251104
c012225m	0.790216797068
c038360	0.670499557089
c003560	0.767479853917
c005097	0.824814878164
c007113	0.807959063226
c007111	0.761968563298
c007117	0.775508084761
c007115	0.73519886343
c007119	0.703829165303
c046345	0.741281668543
c046341	0.826511537316
c046349	0.770775289688
c019644	0.755888325072
c019641	0.733901316634
c019643	0.827324154433
c019649	0.740139203427
c013896	0.770297774729
c013892	0.76867126009
c013890	0.72877546892
c013899	0.799682437932
c030980	0.723304020013
c019999	0.783741509792
c002892	0.68746744271
c002896	0.76239605698
c002898	0.753076348692
c000889	0.691680102205
c008329	0.756054323777
c008327	0.801252310263
c008323	0.77353467402
c019992	0.604491133159
c048697	0.741985257368
c048699	0.694654006421
c010678p	0.805065807702
c018516	0.790376380976
c018514	0.722447674623
c018512	0.730411040063
c018510	0.837717636063
c003646p	0.75125004465
c003646m	0.72365464598
c048568	0.766840561499
c040751	0.782684529519
c004550	0.768061817371
c004555	0.747016273447
c028067	0.743346972872
c028060	0.69410989102
c000197	0.702140870846
c031710	0.685442160566
c028062	0.709706042721
c032975	0.696982006899
c022772	0.760852289868
c000459	0.737512034072
c032978	0.780533388411
c031715	0.733771028183
c031716	0.73206211151
c036275	0.90458560448
c000760p	0.807551106952
c030531	0.772200022368
c030537	0.817389497433
c030538	0.826174473379
c000192	0.669858951757
c005208	0.74104093058
c041001	0.831700566678
c009982	0.732784293591
c009980	0.818572564035
c009986	0.785724657655
c009984	0.76374793048
c009988	0.67860551176
c029105	0.851871847788
c024486	0.664351222413
c024480	0.773513863056
c024488	0.761468534179
c006658	0.674169719354
c001049m	0.748864275433
c020789	0.792162837966
c025288	0.750384541078
c025283	0.769685465464
c025281	0.755048665023
c025285	0.797761435877
c034300	0.753663470313
c034305	0.765130249234
c034309	0.790693132163
c013316	0.806948662939
c026889	0.762313614703
c026887	0.745769774018
c026881	0.667076144963
c026883	0.74472928436
c024779	0.784590216848
c024772	0.77441711287
c025426	0.632089190067
c025424	0.826611598993
c004563p	0.780748033555
c003747m	0.834250330503
c043901	0.747614472073
c026737	0.684404365251
c026735	0.763689629131
c006764p	0.771949121806
c001369p	0.763355918993
c033169	0.803704637746
c033161	0.786818410685
c010254m	0.754787239868
c033165	0.677132077373
c033167	0.811805017087
c020278	0.716908400798
c048970	0.775958498441
c048976	0.774053216423
c023343	0.739594396888
c023345	0.755875908619
c023347	0.782890703465
c010273	0.73935243778
c051478	0.793692935604
c010275	0.81468991881
c051472	0.839553507267
c051474	0.689919203697
c001309p	0.806738586242
c053831	0.79271752544
c053833	0.659984932192
c032210	0.746375333633
c050624	0.661023028247
c032214	0.67844903396
c004757	0.727914003323
c009397	0.739510518045
c015003	0.771431297491
c009392	0.774124098193
c009390	0.79749033931
c020641	0.734774608667
c020643	0.8091261172
c003357p	0.749923861469
c004615	0.689478638366
c047628	0.730918726178
c003357m	0.688546316953
c004613	0.763053948306
c004618	0.71818249038
c053291	0.783987010831
c013816p	0.758912336373
c027911	0.742330803219
c027915	0.792693152431
c027917	0.715620556243
c021517	0.614892639719
c001564	0.775084953352
c021518	0.785875351736
c026500	0.722921747184
c026505	0.761802176392
c003219m	0.796600186676
c001566	0.768407101384
c051984	0.773291322035
c051989	0.767387878518
c026404	0.786650112961
c026405	0.754937442809
c003219p	0.809579691494
c012920	0.726206342225
c012922	0.734342281978
c012924	0.766025439795
c012928	0.739684649511
c042127	0.685982182857
c005131m	0.75707392122
c024310	0.687633837591
c052982	0.660857488884
c052980	0.741317531532
c037309	0.760582373984
c024239	0.67951802467
c019912	0.741458383021
c019914	0.728702602293
c031627	0.79765613151
c044452	0.696898263348
c044454	0.708675496154
c015578	0.780369813552
c022378	0.799801796273
c015576	0.791287603831
c015575	0.752263380754
c011669	0.715704712928
c011662	0.785618256844
c011661	0.745622638167
c011667	0.749009018334
c011665	0.808574036247
c023800	0.731013924017
c029840	0.703284684033
c029842	0.747127825411
c038545	0.709080161788
c038541	0.702962583191
c014196	0.661681848762
c014194	0.77473438775
c014192	0.703618482788
c014190	0.810849768814
c002236m	0.794692248595
c005114p	0.729769267119
c014627	0.816965189177
c009852m	0.7760602678
c014623	0.789480558575
c014884p	0.769977320981
c014884m	0.77058581474
c010536	0.756625204464
c010530	0.747753518524
c010532	0.707806779524
c009852p	0.702806905583
c010538	0.824993221946
c002270	0.820340910407
c002277	0.798181282536
c042941	0.825662410823
c041366	0.614923758737
c041364	0.694283204466
c041362	0.690825137154
c041360	0.714331392324
c030049	0.708460901502
c035032	0.701487717219
c045522	0.786613133596
c028078	0.769974325913
c001204m	0.7891993546
c018332	0.775736693621
c003104	0.778902044958
c003107	0.751084785282
c003109	0.74490481587
c007830	0.682321485978
c014358	0.822724504909
c007834	0.706135874856
c007837	0.698715261313
c007839	0.748939674432
c012594	0.68294403319
c012596	0.76567739658
c005009	0.765581399017
c014351	0.759970843171
c022642	0.750462297596
c041102	0.781115755847
c036856	0.780010591294
c036852	0.737824862018
c041100	0.677908520678
c036859	0.864736269306
c022643	0.741136767021
c003710p	0.791294210278
c024808	0.761896378849
c008287	0.748213562104
c008280	0.759356307101
c003710m	0.696584500815
c008289	0.742648800631
c033368	0.804924349351
c033362	0.74646552582
c033366	0.7679993098
c038367	0.832225264924
c008179	0.735413298563
c008174	0.703331527927
c008176	0.749448497351
c008170	0.743281798542
c008172	0.79257512035
c000360	0.777959016671
c000367	0.734398838051
c052397	0.768811993048
c052395	0.720610190518
c049533	0.622192520252
c049531	0.647661165601
c018302	0.687200676752
c036866	0.700150192481
c002581	0.697795913747
c042759	0.916237252758
c005502	0.702634842075
c005500	0.728442500619
c005506	0.728991680722
c033986	0.735395121874
c033984	0.772642276386
c003968m	0.826674809538
c003968p	0.729584052377
c037062	0.740937545926
c028850	0.722982430655
c028855	0.709684230772
c028856	0.706800794267
c005017m	0.764111973821
c006693	0.771949121806
c003485	0.738047851394
c004455	0.786868344312
c004453	0.779576361739
c004450	0.779701126471
c003844	0.755573271404
c003488	0.78384142668
c031050	0.772239528132
c009629	0.718411487116
c022761	0.732228242916
c018370	0.78256499687
c030986	0.791710080695
c030981	0.84395000792
c003952	0.798638246802
c003956	0.818095694989
c003954	0.755971570978
c003958	0.754759551368
c035367	0.735010523864
c020911	0.788696492006
c020913	0.738031161941
c020918	0.623447921896
c017675	0.847597273039
c038731	0.823039796661
c003711m	0.834693863334
c038730	0.673046263207
c007530	0.777325078001
c025660	0.636610336594
c025324	0.68321198962
c037054	0.6156758017
c025322	0.739400720489
c003188	0.728217672918
c003189	0.78772546401
c034571	0.880688899628
c034576	0.743693163146
c034574	0.838645916922
c034579	0.713386630526
c000530m	0.607164993149
c000781m	0.725655210626
c025594	0.759779209666
c011065	0.818600568396
c022487	0.778711614462
c011062	0.689303564618
c011068	0.770699685354
c008027	0.700654885558
c035082	0.722563043146
c026676	0.689352783482
c026674	0.677290585822
c017736	0.636844577259
c017734	0.677127099961
c017739	0.768931805251
c035893	0.805669158464
c043990	0.775186432199
c041940	0.742356707263
c023797	0.724005172273
c023795	0.735865555789
c023793	0.771843257113
c023799	0.660564890205
c050394	0.673015432621
c027073	0.775212778023
c010336	0.775447053136
c017556	0.730804038968
c007845p	0.723878538545
c012535	0.660149936196
c010339	0.692969494349
c016869	0.733468443233
c016864	0.794405981661
c016866	0.844012677325
c016860	0.711105785769
c010089	0.799309576288
c010084	0.732606902313
c010086	0.774248306632
c010080	0.712495044845
c010082	0.761541199807
c051627	0.739257141271
c054986	0.707210641453
c014506	0.782552649144
c014502	0.754531939087
c014508	0.820858226296
c003496	0.695913004943
c003494	0.739395339547
c011205	0.725944009096
c045411	0.79228394678
c013998	0.68952575282
c013993	0.753319260748
c013991	0.719360940084
c009632	0.70828173226
c043562	0.754194967343
c009143p	0.770073774139
c043564	0.786558002195
c045537	0.745283663789
c005396	0.772298620734
c017839	0.753597677772
c010159	0.659855007883
c005394	0.71198072202
c046139	0.720039034998
c004235	0.728966674774
c028280	0.6944559422
c010153	0.750516915841
c017835	0.742493798906
c021307	0.726616821292
c021305	0.693990186944
c021303	0.787869871323
c012845	0.742262644648
c021309	0.730997807742
c045294	0.763380338387
c038865	0.85642399277
c024388	0.713481975634
c046798	0.682182287642
c047262	0.807648076811
c018141	0.722713599981
c041548	0.786523175485
c044797	0.768213414012
c044793	0.81057760581
c008891p	0.80920422835
c045978	0.703294972293
c042370	0.716625351573
c052623	0.69974113343
c044242	0.666991697242
c044240	0.70318299107
c044246	0.733558326732
c019895	0.740042089244
c019897	0.802343545289
c032710	0.711409546676
c019899	0.713248491948
c000124m	0.807381661831
c037515	0.786231961348
c028289	0.764321441487
c035916	0.738735061532
c035912	0.790788570193
c003372	0.740842407396
c031615	0.823098305185
c031617	0.794874804596
c017948	0.754571082531
c026023	0.711265331586
c007941m	0.723511633661
c001934m	0.726112792706
c001934p	0.792799392188
c030258	0.715683150291
c030252	0.667498983574
c038087	0.728069249683
c022456m	0.790723267296
c000959	0.784742446838
c000953	0.756234146285
c000957	0.718094750004
c000955	0.754232634996
c001604	0.77177175639
c001601	0.751494583138
c001602	0.698426883155
c001608	0.70405031072
c025654	0.772107249774
c025653	0.773302821756
c034774	0.758184931454
c001938m	0.720473683036
c032739	0.716610766717
c032735	0.721228968275
c039879	0.719488126321
c034889	0.815354533762
c003775	0.761984776839
c039871	0.669195447433
c007602	0.778332068474
c007604	0.743233577894
c012781	0.755008566136
c007608	0.728733552034
c012785	0.721186067907
c012787	0.75503058811
c019770	0.659771941256
c019776	0.723973853553
c032483	0.828276198795
c032485	0.785307436842
c032487	0.66046494492
c026307	0.795872088483
c029171	0.761336230336
c033287	0.817724022705
c033281	0.655504636636
c026308	0.748052655597
c048050	0.709671898987
c045668	0.696599491654
c004063	0.762102703358
c004061	0.66130028051
c004067	0.732770140643
c049985	0.862864737463
c049981	0.770304629465
c012824m	0.801619896739
c040172	0.812498993539
c009124	0.802066254209
c009126	0.766234806176
c009120	0.744746581613
c009122	0.782650455715
c009128	0.799428426334
c002960	0.740213337749
c002962	0.719374412699
c005739	0.761113275433
c005734	0.776998166875
c005736	0.802621001566
c005730	0.796948624301
c010260p	0.737978946204
c009293	0.844154532845
c009291	0.793466929906
c009297	0.694846835576
c009298	0.772887181084
c023167	0.80150742096
c006725	0.701306159462
c035756	0.879909828567
c020230	0.761100472644
c020234	0.788471831112
c020236	0.800041185791
c035757	0.726445605165
c009876	0.757475586093
c009874	0.689151266838
c009872	0.800223073903
c029405	0.670317265689
c009878	0.781692493436
c042615	0.761661021748
c008658m	0.84638929028
c029406	0.756614463804
c021142	0.691118646972
c021146	0.777589465593
c021148	0.721655650644
c050971	0.667430020533
c003268	0.770636545885
c024247	0.777231087968
c024241	0.773325585289
c024243	0.698085560203
c037953	0.787399121202
c001178p	0.723072964188
c001178m	0.737581016656
c016259	0.735676215933
c016257	0.761901169697
c016255	0.726679090578
c001651m	0.783958854732
c042210	0.827352629242
c044003	0.694640835391
c001143m	0.788121235051
c037956	0.704294269118
c016785	0.690802412506
c016781	0.791201483319
c016783	0.740282635829
c016788	0.730114510057
c003419p	0.810586697044
c025116	0.797837845087
c025112	0.723585885492
c025110	0.762788143582
c023459	0.813103629218
c014091	0.622944640549
c014097	0.79887952314
c023451	0.736213147979
c023453	0.72448089889
c013513	0.813595752365
c037958	0.70246909664
c010785	0.745912500786
c010788	0.766754807743
c011788	0.730872610783
c011781	0.774558651626
c044500	0.751159609901
c011784	0.693534032613
c011786	0.785840696084
c025823	0.7026790205
c000423m	0.668875569165
c017676	0.732596035786
c017674	0.695647413508
c017672	0.729218635395
c017670	0.75777234419
c017678	0.753151215537
c000805m	0.880112057728
c020657	0.74099144094
c012230	0.717836294793
c037204	0.711206616842
c010167	0.776918864615
c010165	0.791781738951
c010163	0.727074171615
c051156	0.829669821344
c030630	0.740054500913
c054761	0.654687172174
c050180	0.769353074509
c027203	0.793008933628
c027207	0.655351082706
c026343	0.851989662141
c042511	0.784803501832
c009154	0.770146421739
c006716	0.755011602858
c006714	0.759263240254
c006719	0.734234932648
c053985	0.837503827316
c053987	0.754829592737
c026341	0.758899366363
c002105p	0.780372593299
c046073	0.737565297651
c026340	0.708786102555
c041860	0.766566606501
c013542	0.792141412453
c041868	0.70473970475
c020779	0.810113320592
c026347	0.714974316261
c020776	0.730189148566
c007449	0.776523151275
c043643	0.713668370298
c007498	0.740622748558
c001939	0.78706634618
c001932	0.731915638872
c001930	0.726784899571
c001935	0.77604890999
c039362	0.780502828037
c007199	0.73247225489
c007191	0.78931623802
c007197	0.714543674529
c007195	0.670645836152
c045762	0.674242129121
c012238	0.745056045361
c045768	0.70507486303
c045567	0.705656975951
c020098	0.735264826777
c021027	0.739899534383
c045560	0.660670464739
c012233	0.752476335116
c052874	0.72475565947
c037499	0.807805882779
c001260	0.807355110416
c008797m	0.802737048875
c008797p	0.801532748161
c048615	0.784347810504
c001964	0.702762937602
c037767	0.70469330185
c001968	0.716264696677
c044560	0.8169687962
c016418m	0.7037184863
c049252	0.740641206486
c049256	0.724427627468
c049254	0.882206580751
c041081	0.747365027226
c028406	0.755397468009
c041089	0.697947759501
c039382	0.654251799432
c054432	0.818801898967
c028171	0.683627876481
c031409	0.797755603637
c031404	0.702250183124
c031400	0.770047467997
c039650	0.775802020362
c039656	0.715046382703
c009050	0.823516879459
c035726	0.742357023488
c020880	0.751022027451
c024343	0.845351738238
c000859	0.772324999748
c008375	0.692637507188
c029754	0.739669577617
c029756	0.748713281588
c029752	0.683478705218
c001100	0.672964397452
c001104	0.785970604439
c000822m	0.78390684818
c004279m	0.747871144192
c030355	0.718491736123
c030353	0.750616026531
c040871	0.678689430062
c040875	0.880425653501
c036721	0.863578906662
c026800	0.758197626569
c004138	0.725877656771
c002345	0.708820818539
c004139	0.785602696411
c002340	0.7827848564
c037195	0.783188676003
c002348	0.757235462639
c006454	0.784868027454
c006450	0.755978752996
c006452	0.702867122165
c050047	0.651515662789
c008992	0.787101593146
c004137	0.768052677997
c008999	0.853013162238
c033658	0.728977331195
c004449p	0.743361004698
c004079m	0.747145170128
c000656p	0.762528249346
c016701	0.719533969653
c013629	0.668315612452
c022128	0.871176565237
c022121	0.747435529925
c022127	0.739113069584
c023698	0.752001631228
c023692	0.832436491689
c000690	0.778153560836
c023696	0.714141957942
c023695	0.778078990294
c016703	0.799025200066
c034929	0.781124931371
c034925	0.749488135579
c034921	0.684903898387
c034923	0.738318756973
c026115	0.769819854814
c026110	0.725563526201
c026118	0.744836143488
c000804	0.756298054711
c008333p	0.79673330964
c008333m	0.793480795559
c008445	0.742927813087
c008447	0.773519707295
c008441	0.682861620273
c008443	0.767052287379
c023671	0.720332282687
c004391p	0.805255695483
c005458	0.75996880476
c032291	0.738992061428
c004348	0.735751186047
c000807	0.706601079228
c000696	0.793993750961
c002660m	0.802227927298
c004694	0.740464022037
c004696	0.705567421167
c036605	0.757358449322
c004692	0.763568933982
c050741	0.787230809911
c050745	0.692649454364
c021024	0.811922249291
c021023	0.786544931302
c021022	0.801602180898
c021020	0.757015692723
c000802	0.757807896455
c027993	0.765004459844
c027995	0.795666081295
c027997	0.729807379662
c027999	0.791569029995
c009317	0.688469787615
c009314	0.754157490986
c009312	0.676075758088
c009318	0.729287790694
c053217	0.863437039811
c051900	0.744634892779
c015438	0.794372423756
c022828	0.736930656579
c022826	0.806207955124
c022820	0.774168414611
c029226	0.780613444785
c011472m	0.717409043702
c035127	0.715242036577
c035125	0.659395246481
c033039	0.658018457861
c033037	0.7975998768
c015435	0.788111401444
c003837p	0.749497704664
c047176	0.775743488553
c015245	0.74753705097
c015247	0.755581939563
c015241	0.622376902941
c005004m	0.854149356023
c015249	0.728113968318
c047179	0.772548101259
c038140	0.697517621784
c003658	0.731213838767
c021670	0.700162365597
c037732	0.694116951547
c009210	0.760888258745
c023885	0.834877940788
c023881	0.763071001616
c023889	0.737192797375
c011198	0.683182125131
c011192	0.772876376136
c006007m	0.82804375755
c011197	0.721982783225
c014114	0.732679830612
c014112	0.766672924989
c014110	0.660803798161
c014119	0.810384031373
c010826	0.792600048766
c010824	0.799771552613
c010822	0.751945668826
c010828	0.762823233628
c015504p	0.647193637408
c005843	0.660220298721
c015504m	0.689233718669
c005841	0.710063806551
c037813	0.664920391492
c037814	0.800546007427
c045147	0.767082479683
c001762p	0.772490870218
c045149	0.755350051688
c001762m	0.703407115056
c053527	0.807729930438
c001470	0.738755934906
c001476	0.78367814118
c001474	0.627131120371
c001479	0.787957883777
c050264	0.609334527816
c050260	0.688655390253
c048127	0.664398739447
c012510	0.775642001126
c012517	0.693545210282
c012519	0.782636063605
c048126	0.766279129286
c027418	0.763038222583
c027410	0.722394992827
c027414	0.750148733698
c027416	0.74873818301
c029340	0.74881045173
c029346	0.686106890806
c029344	0.858184798008
c016870	0.772898184473
c006124	0.799441103047
c006126	0.693748745322
c006120	0.769024567972
c006122	0.691568906837
c000452	0.728709564705
c000457	0.788937217838
c014209	0.754006504927
c000613m	0.761103112377
c019523	0.82275391776
c019526	0.75206976955
c019528	0.760177948374
c014926	0.805584414355
c041051	0.758461668406
